participant_id,gender,age,year in program,pap_1,mav_5,map_1,mav_1,pav_1,pap_2,map_2,mav_2,pav_2,pap_3,mav_6,map_3,mav_3,pav_3,pap_4,map_4,mav_7,mav_4,pav_4,engage_1,exh_1_RC,engage_2,engage_3,engage_4,exh_2_RC,exh_6_RC,exh_8,exh_3,engage_5_RC,exh_5,engage_6_RC,engage_7_RC,exh_7,engage_8_RC,exh_4_RC,sc_1_RC,sc_2,sc_3,sc_4_RC,sc_5,sc_6,sc_7,sc_8_RC,sc_9_RC,sc_10,sc_11_RC,sc_12_RC,auto_1,auto_2,auto_3,auto_4,compet_1,compet_2,compet_3,compet_4,relat_1,relat_2,relat_3,relat_4,exercise_mild,exercise_mod,exercise_str,auto,compet,engage,exercise,exh,map,mav,pap,pav,relat,sc
155,male,20-24,4,6,6,6,6,5,4,6,6,4,2,5,6,3,3,3,5,5,4,4,4,1,4,4,4,1,1,2,2,4,1,4,4,3,3,1,3,5,5,3,3,3,5,2,4,3,3,4,4,5,6,5,5,4,6,4,2,4,2,3,3,1,1,20,19,31,5,12,23,35,15,16,11,43
156,male,25-29,4,5,6,6,3,5,5,6,5,6,4,5,6,7,4,3,6,5,2,3,3,2,2,3,2,4,3,4,4,2,4,2,1,3,3,2,4,3,3,4,2,2,4,2,3,2,2,2,4,4,5,2,4,2,4,4,6,6,5,6,1,0,0,15,14,18,1,26,24,33,17,18,23,33
157,male,25-29,4,7,5,6,7,3,5,6,5,4,4,3,7,6,1,6,7,5,3,2,4,1,2,4,3,2,2,4,3,2,3,2,3,3,2,1,3,4,5,3,5,4,4,4,4,5,5,3,5,5,5,5,6,5,5,5,5,5,5,5,3,1,0,20,21,22,4,19,26,34,22,10,20,49
158,male,25-29,4,5,5,4,5,4,5,5,6,5,5,5,6,4,3,5,6,6,2,3,3,1,2,3,2,3,3,3,3,3,3,3,3,4,2,2,3,4,4,3,2,2,4,3,3,3,2,2,4,4,4,3,4,5,4,4,3,3,4,4,1,0,2,15,17,21,3,22,21,33,20,15,14,35
159,male,20-24,4,5,6,5,6,6,3,6,5,5,6,7,6,6,6,6,5,6,6,6,3,2,1,3,3,3,2,3,3,2,3,1,2,4,3,3,2,2,4,2,2,4,4,2,2,2,1,2,4,3,4,3,3,2,4,2,3,3,4,4,2,1,1,14,11,18,4,23,22,42,20,23,14,29
160,female,25-29,4,5,5,5,5,4,6,6,4,3,3,3,6,2,2,4,5,3,3,3,4,1,4,4,4,2,2,3,2,3,3,4,4,3,3,2,3,3,3,3,2,4,2,2,2,4,4,4,5,5,6,5,6,6,6,6,5,6,6,6,1,1,0,21,24,30,2,18,22,25,18,12,23,36
161,male,30-34,4,5,3,7,6,2,5,7,5,2,3,2,6,2,2,6,6,5,2,2,3,3,3,4,4,2,3,3,2,3,2,3,3,3,3,2,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,1,1,0,18,19,26,2,20,26,25,19,8,20,51
162,female,25-29,4,5,3,5,5,2,6,7,2,2,4,2,7,1,1,2,7,2,1,1,4,2,2,4,3,2,2,4,3,4,3,3,4,3,3,2,4,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,6,5,4,6,1,0,1,20,20,27,2,21,26,16,17,6,21,55
163,male,20-24,4,6,6,5,5,5,2,6,2,2,2,2,7,3,2,5,6,5,5,5,3,1,2,3,3,2,3,4,3,3,1,4,4,3,3,1,4,4,4,4,5,4,4,4,4,3,5,5,5,5,6,5,5,5,6,6,5,5,4,4,1,1,0,21,22,25,2,18,24,28,15,14,18,50
164,female,20-24,4,5,7,2,7,6,3,3,6,6,2,6,3,5,6,6,3,6,5,6,2,2,2,3,2,3,4,4,3,2,4,3,2,4,2,3,1,2,3,2,2,2,5,1,1,2,2,2,2,2,3,4,4,2,4,3,5,5,5,5,1,0,0,11,13,18,1,27,11,42,16,24,20,25
165,female,25-29,4,7,5,5,7,5,6,6,4,4,4,4,6,1,1,1,6,2,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,4,3,3,4,2,3,3,3,4,5,6,5,5,6,5,5,6,6,6,6,2,0,1,20,21,23,3,20,23,25,18,12,24,36
166,female,25-29,4,7,5,6,3,4,6,7,6,5,4,4,7,3,1,6,6,6,3,3,3,2,2,4,3,2,3,2,2,3,3,3,3,3,3,2,4,4,4,3,4,4,4,4,3,4,2,4,5,6,6,5,5,5,5,5,5,5,5,5,2,1,0,22,20,24,3,19,26,30,23,13,20,44
167,female,25-29,4,5,5,7,7,3,6,7,4,2,3,2,7,2,1,5,7,5,1,1,4,2,4,4,4,2,2,3,2,3,2,3,4,3,3,2,2,3,5,3,3,4,5,3,4,2,2,2,5,6,6,4,5,6,5,6,6,6,6,6,1,0,1,21,22,29,2,18,28,26,19,7,24,38
168,male,25-29,4,5,3,5,6,5,4,5,5,5,2,4,6,2,3,5,6,3,3,3,3,2,4,3,3,2,2,3,2,3,2,4,3,3,3,2,2,3,4,2,4,4,3,4,2,4,3,4,5,6,6,4,5,5,6,5,5,5,5,5,1,1,1,21,21,26,3,18,22,26,16,16,20,39
169,female,25-29,4,5,6,7,5,3,5,6,5,5,5,3,6,3,3,3,5,5,3,3,3,2,2,3,3,2,2,3,2,4,2,3,4,3,3,2,1,4,4,4,4,4,5,2,2,4,2,2,4,4,5,4,5,5,5,5,5,5,5,5,1,1,0,17,20,25,2,18,24,30,18,14,20,38
170,male,25-29,4,5,5,6,5,3,4,7,5,2,4,4,6,2,1,4,6,3,2,2,3,2,3,3,3,3,2,2,3,3,2,4,3,2,2,2,3,4,4,4,3,2,3,3,2,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,20,20,24,2,18,25,26,17,8,20,38
171,female,20-24,4,5,5,6,4,5,5,6,5,4,4,4,6,2,2,6,6,3,4,3,4,1,4,4,3,2,3,4,4,1,4,3,2,2,2,2,2,3,4,2,1,2,4,1,2,2,4,3,4,5,5,4,6,5,5,5,4,4,4,4,1,1,2,18,21,23,4,22,24,27,20,14,16,30
172,female,25-29,4,5,3,6,7,2,1,6,6,6,1,5,7,2,1,1,6,1,2,2,4,2,2,4,3,3,3,2,3,2,3,3,4,3,4,2,4,4,4,4,4,3,3,5,3,4,4,5,2,4,4,4,5,5,5,5,6,5,5,5,0,0,0,14,20,26,0,21,25,26,8,11,21,47
173,female,20-24,4,4,5,5,6,5,3,6,5,3,1,2,7,1,2,1,6,3,3,3,4,1,3,4,3,2,2,2,2,3,2,3,3,3,3,2,2,4,4,3,4,5,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,0,1,1,20,20,26,2,16,24,25,9,13,19,45
174,female,20-24,4,6,5,6,5,5,6,5,6,3,5,2,6,1,2,6,5,2,2,1,4,1,2,3,3,2,2,4,2,3,3,4,4,3,3,1,4,4,4,4,3,3,5,2,3,2,3,4,5,5,5,4,6,6,5,5,5,5,5,5,2,1,0,19,22,26,3,18,22,23,23,11,20,41
175,female,25-29,4,6,6,5,7,5,3,5,7,6,3,3,5,2,3,3,5,7,5,5,3,2,3,4,3,3,4,4,4,2,4,2,3,4,2,2,1,4,4,2,2,5,4,4,2,3,2,4,5,4,6,3,5,5,5,5,6,6,6,6,1,1,0,18,20,22,2,27,20,37,15,19,24,37
176,female,20-24,4,6,5,5,4,5,5,5,3,5,3,5,5,5,5,4,4,5,3,5,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,2,1,3,4,2,3,3,4,2,1,3,2,3,4,4,4,4,4,5,5,5,5,4,4,4,0,1,1,16,19,22,2,21,19,30,18,20,17,31
177,female,25-29,4,5,5,6,7,3,4,6,7,3,3,4,7,2,2,2,6,5,3,2,4,2,4,4,3,2,2,4,2,3,3,3,3,3,3,1,2,3,4,4,4,4,4,3,2,4,4,4,5,6,5,4,5,6,6,5,5,4,5,5,1,0,1,20,22,27,2,19,25,33,14,10,19,42
178,female,20-24,4,5,5,4,6,5,4,4,6,4,3,2,6,2,3,1,5,7,5,4,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,2,4,2,2,3,4,2,2,3,2,2,4,4,4,4,4,4,4,5,5,5,4,4,2,0,0,16,17,25,2,23,19,33,13,16,18,30
179,male,25-29,4,4,5,5,6,4,4,5,6,5,3,4,5,4,3,3,5,5,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,4,2,3,3,2,3,3,2,4,5,5,4,4,4,4,4,4,3,4,4,1,1,1,18,16,23,3,22,20,34,14,15,15,34
180,female,25-29,4,6,3,5,5,5,3,5,1,4,3,3,7,2,2,5,5,3,5,4,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,5,3,4,4,5,2,4,3,3,4,4,5,5,2,5,5,5,5,4,4,4,4,1,1,1,16,20,23,3,17,22,22,17,15,16,43
181,female,25-29,4,6,7,6,7,5,4,7,6,5,4,3,7,2,2,5,6,6,3,4,4,2,4,4,4,2,2,3,3,3,2,2,3,3,3,2,2,3,4,3,5,4,4,2,2,4,3,4,4,5,6,4,5,5,5,5,4,4,4,4,2,1,1,19,20,27,4,19,26,34,19,16,16,40
182,female,25-29,4,6,5,7,5,2,5,7,5,5,3,3,7,3,1,3,5,5,3,5,3,2,4,3,3,2,3,3,2,4,3,4,4,2,3,2,4,3,4,3,5,4,4,4,5,2,3,4,5,5,5,5,5,5,5,5,5,5,6,6,1,0,0,20,20,28,1,19,26,29,17,13,22,45
183,male,25-29,4,5,5,6,6,3,4,6,7,3,3,2,7,3,2,5,6,5,2,3,4,1,2,3,3,2,2,3,2,3,2,4,3,3,3,1,4,3,4,4,2,4,5,2,3,2,2,4,3,6,6,4,6,6,6,4,6,6,5,5,2,1,1,19,22,25,4,16,25,30,17,11,22,39
184,female,25-29,4,5,5,7,7,5,7,7,6,3,3,3,7,5,3,5,7,6,3,5,4,1,4,4,4,1,3,4,3,3,3,2,3,3,3,2,2,3,4,2,4,3,4,2,2,4,2,2,5,5,5,5,6,5,5,5,5,5,5,6,1,1,0,20,21,27,2,20,28,35,20,16,21,34
185,female,25-29,4,7,6,3,1,6,3,5,6,5,5,5,5,3,5,3,6,5,4,6,4,2,3,4,3,2,3,3,3,3,3,3,3,3,3,2,1,4,3,2,2,3,3,2,2,2,2,3,4,5,5,5,5,5,4,5,6,6,5,5,1,1,0,19,19,26,2,21,19,30,18,22,22,29
186,male,20-24,4,5,5,7,6,4,3,6,5,3,2,2,7,2,2,2,6,5,2,2,3,2,2,3,3,2,1,3,2,3,2,3,3,3,3,2,2,4,4,3,3,4,5,2,4,4,4,4,5,6,5,5,6,5,5,5,5,5,5,5,2,2,1,21,21,23,5,17,26,27,12,11,20,43
187,male,20-24,4,6,7,5,5,4,6,6,4,4,6,3,5,2,4,5,6,5,4,4,4,2,2,3,3,2,2,3,3,3,2,3,3,2,2,2,2,4,4,3,3,4,5,3,2,3,3,4,4,5,5,4,5,5,5,6,4,4,4,4,0,0,2,18,21,23,2,18,22,30,23,16,16,40
188,male,20-24,4,4,4,6,6,2,4,6,3,2,1,2,5,1,2,1,6,2,1,2,3,1,1,3,3,3,4,4,3,1,4,1,2,4,1,1,4,5,5,3,3,2,5,1,2,4,2,3,4,5,5,4,5,5,5,5,5,5,6,6,3,3,1,18,20,15,7,24,23,19,10,8,22,39
189,male,25-29,4,5,5,6,3,5,5,6,2,5,2,5,5,3,5,5,6,5,3,5,3,2,1,3,2,2,2,2,3,3,2,3,3,2,2,2,4,3,4,4,3,3,4,5,4,2,4,4,4,4,5,5,5,5,4,5,3,4,4,4,2,2,1,18,19,20,5,17,23,26,17,20,15,44
190,female,25-29,4,4,5,5,3,4,4,6,2,3,3,3,6,4,3,2,6,4,3,3,3,2,4,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,4,3,3,3,5,2,2,4,2,3,4,5,5,4,5,4,4,4,5,5,5,5,0,1,1,18,17,23,2,21,23,24,13,13,20,36
191,female,20-24,4,7,2,6,4,3,6,6,6,2,7,2,7,1,2,6,7,1,2,1,4,3,3,4,4,1,3,3,1,4,3,4,4,1,3,2,2,1,4,4,1,3,2,4,2,4,1,1,5,6,6,4,6,6,6,6,6,6,5,6,2,0,0,21,24,30,2,17,26,18,26,8,23,29
192,male,20-24,4,6,6,4,5,5,6,5,5,6,6,5,5,4,5,5,5,6,5,5,4,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,1,3,2,4,2,2,3,2,2,5,5,5,4,4,4,5,5,5,5,5,5,2,2,2,19,18,22,6,18,19,36,23,21,20,27
193,male,25-29,4,5,5,5,6,2,5,6,2,1,3,3,6,3,1,1,6,3,2,1,4,1,2,4,3,3,2,2,2,3,2,4,2,3,3,1,3,3,4,4,4,5,4,3,4,4,4,4,5,5,5,4,6,5,5,5,6,6,6,6,1,0,2,19,21,25,3,16,23,24,14,5,24,46
194,male,25-29,4,6,5,4,5,4,5,5,3,5,4,3,5,3,2,5,6,2,4,4,3,2,2,3,3,2,3,2,2,2,2,2,3,3,2,2,2,4,3,5,4,4,5,3,4,3,3,2,3,2,4,3,5,5,5,5,5,5,5,5,1,1,1,12,20,20,3,18,20,25,20,15,20,42
195,female,30-34,4,7,7,6,7,5,7,6,6,5,7,3,7,5,2,6,6,7,3,5,3,2,4,4,3,2,3,4,3,3,3,3,3,3,3,2,1,2,3,2,1,2,2,1,1,2,1,1,5,5,6,3,5,4,5,4,3,3,2,3,1,1,0,19,18,26,2,22,25,38,27,17,11,19
196,female,30-34,4,5,7,4,5,6,5,7,4,5,3,3,7,3,2,5,7,6,1,2,3,2,4,3,3,1,3,2,2,3,3,3,3,3,3,2,4,4,4,2,2,4,4,4,5,2,2,4,2,5,4,4,4,5,4,4,4,3,4,4,1,0,1,15,17,25,2,18,25,29,18,15,15,41
197,female,25-29,4,4,5,7,7,1,4,1,6,2,1,3,7,1,1,5,7,5,1,1,4,1,4,4,4,1,2,2,2,4,2,4,4,2,4,2,4,3,5,2,2,4,4,3,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,2,1,1,19,20,32,4,14,22,28,14,5,20,41
198,female,20-24,4,5,5,6,2,2,3,6,1,2,3,1,7,1,1,1,6,2,1,1,4,1,3,3,3,2,2,3,3,3,3,4,3,3,3,2,3,3,4,3,2,2,4,3,2,2,2,2,6,6,6,5,6,5,5,5,6,6,6,6,3,1,1,23,21,26,5,19,25,13,12,6,24,32
199,male,25-29,4,5,5,5,5,5,3,5,5,4,4,2,6,2,3,3,5,2,3,5,4,2,2,3,3,2,2,2,2,3,2,4,4,3,4,2,4,4,5,4,4,4,4,5,4,4,3,4,6,5,6,4,5,5,5,5,6,4,5,6,1,1,1,21,20,27,3,17,21,24,15,17,21,49
200,female,20-24,4,4,5,7,5,2,4,7,5,3,3,2,7,2,1,4,7,5,2,2,4,1,3,4,4,1,2,2,2,3,2,4,4,3,3,2,2,4,4,4,4,3,3,4,3,4,4,4,5,5,5,4,6,5,5,5,5,5,5,5,1,1,1,19,21,29,3,15,28,26,15,8,20,43
